209.65,-50.814,19.407
212.18,-50.736,19.34
214.71,-50.705,19.284
217.26,-50.723,19.239
219.82,-50.795,19.207
222.38,-50.921,19.187
224.96,-51.104,19.181
227.55,-51.345,19.187
230.16,-51.643,19.206
232.78,-52,19.236
235.42,-52.416,19.278
238.08,-52.891,19.328
240.75,-53.424,19.386
243.44,-54.014,19.45
246.16,-54.662,19.518
248.89,-55.365,19.588
251.64,-56.122,19.658
254.41,-56.933,19.725
198.71,-48.867,20.215
201.2,-48.655,20.105
203.69,-48.457,20.008
206.19,-48.282,19.924
208.69,-48.137,19.851
211.19,-48.033,19.788
213.71,-47.974,19.735
216.23,-47.964,19.692
218.76,-48.005,19.661
221.3,-48.101,19.641
223.86,-48.252,19.634
226.43,-48.459,19.639
229.01,-48.723,19.657
231.61,-49.044,19.687
234.23,-49.423,19.728
236.86,-49.859,19.779
239.51,-50.351,19.838
242.17,-50.901,19.903
244.86,-51.505,19.973
247.57,-52.164,20.046
250.29,-52.876,20.121
253.04,-53.639,20.194
255.81,-54.451,20.264
258.6,-55.311,20.329
261.42,-56.217,20.386
264.26,-57.165,20.434
267.12,-58.152,20.474
270,-59.174,20.504
272.91,-60.222,20.525
187.87,-47.394,21.176
190.34,-47.088,21.024
192.81,-46.801,20.884
195.27,-46.535,20.757
197.74,-46.294,20.643
200.21,-46.073,20.54
202.68,-45.864,20.451
205.15,-45.668,20.375
207.62,-45.5,20.309
210.11,-45.37,20.251
212.6,-45.284,20.202
215.1,-45.246,20.161
217.61,-45.258,20.13
220.13,-45.322,20.109
222.66,-45.441,20.1
225.21,-45.614,20.104
227.77,-45.843,20.12
230.34,-46.127,20.149
232.93,-46.468,20.189
235.54,-46.865,20.239
238.17,-47.317,20.297
240.81,-47.824,20.363
243.47,-48.385,20.434
246.16,-48.998,20.51
248.86,-49.663,20.587
251.58,-50.377,20.666
254.32,-51.139,20.742
257.09,-51.946,20.814
259.88,-52.797,20.879
262.69,-53.689,20.936
265.53,-54.619,20.984
268.38,-55.583,21.022
271.27,-56.576,21.05
274.18,-57.59,21.07
277.11,-58.614,21.082
280.07,-59.632,21.089
283.05,-60.619,21.096
286.06,-61.545,21.107
289.07,-62.397,21.122
292.1,-63.208,21.137
295.16,-63.998,21.15
298.25,-64.783,21.158
301.36,-65.571,21.162
304.5,-66.369,21.164
307.66,-67.177,21.164
310.85,-67.995,21.166
314.07,-68.821,21.173
317.31,-69.65,21.186
320.58,-70.472,21.21
323.88,-71.28,21.247
327.2,-72.082,21.295
178.63,-46.139,22.133
181.1,-45.748,21.959
183.57,-45.375,21.791
186.03,-45.023,21.631
188.48,-44.695,21.482
190.93,-44.388,21.346
193.38,-44.099,21.225
195.83,-43.832,21.117
198.27,-43.592,21.02
200.72,-43.374,20.935
203.13,-43.164,20.864
205.55,-42.969,20.803
207.97,-42.804,20.75
210.39,-42.678,20.703
